EqmId,Location,Description,ObjectType,Beheerobjectid,RDX,RDY,Context,Elementid
78353,NULL,Meetsysteem,Meetsysteem,11,NULL,|,32768,70066
76219,NULL,Monitor,Monitor,11,NULL,|,32768,69824
77906,NULL,"Wegkantsysteem (WKS), Algemeen","Wegkantsysteem (WKS), Algemeen",11,NULL,|,32768,70021
77907,NULL,Onderstation (OS),"Wegkantsysteem (WKS), Algemeen",11,NULL,|,32768,70021
78111,NULL,Nautofoon,Nautofoon,11,NULL,|,32768,70041
78112,NULL,"Nautofooninstallatie, Algemeen","Nautofooninstallatie, Algemeen",11,NULL,|,32768,70041
79897,NULL,Noodstop,Noodstop,11,NULL,|,32768,70271
77297,NULL,Noodstop,Noodstop,11,NULL,|,32768,69951
78354,NULL,"Noodstroominstallatie, statisch, Algemeen","Noodstroominstallatie, statisch, Algemeen",11,NULL,|,32768,70066
74221,NULL,Obstakelbeveiliger,Obstakelbeveiliger,11,NULL,|,32768,69635
78637,NULL,"Onderhoudsvoorziening, Algemeen","Onderhoudsvoorziening, Algemeen",11,NULL,|,32768,70110
77004,NULL,Tussenverdeler,Onderverdeler,11,NULL,|,32768,69886
77002,NULL,Onderverdeler,Onderverdeler,11,NULL,|,32768,69886
72644,NULL,Ontvangbed,Ontvangbed,11,NULL,|,32768,69470
74018,NULL,Open buispalen,Open buispalen,11,NULL,|,32768,69608
78689,NULL,"Openbare verlichting (OV), Algemeen","Openbare verlichting (OV), Algemeen",11,NULL,|,32768,70128
72645,NULL,Openfilterconstructie,Openfilterconstructie,11,NULL,|,32768,69470
78815,NULL,"Oplegging, Algemeen","Oplegging, Algemeen",11,NULL,|,32768,70148
99234,NULL,"Oplegging, Algemeen, staal, STP 01-04","Oplegging, Algemeen",5405,NULL,NULL,32768,89328
99235,NULL,"Oplegging, Algemeen, staal, STP 02","Oplegging, Algemeen",5405,NULL,NULL,32768,89328
99236,NULL,"Oplegging, Algemeen, staal/teflon/rubber, STP 01-04","Oplegging, Algemeen",5405,NULL,NULL,32768,89328
99200,NULL,"Oplegging, Algemeen, staal, STP 01-04","Oplegging, Algemeen",5404,NULL,NULL,32768,89319
99201,NULL,"Oplegging, Algemeen, staal, STP 02","Oplegging, Algemeen",5404,NULL,NULL,32768,89319
99202,NULL,"Oplegging, Algemeen, staal, STP 03","Oplegging, Algemeen",5404,NULL,NULL,32768,89319
99203,NULL,"Oplegging, Algemeen, staal/teflon/rubber, STP 01-04","Oplegging, Algemeen",5404,NULL,NULL,32768,89319
78925,NULL,Opnemer,Opnamemedium,11,NULL,|,32768,70165
78926,NULL,"Over- en onderdrukinstallatie, Algemeen","Over- en onderdrukinstallatie, Algemeen",11,NULL,|,32768,70165
71496,NULL,Overspanningbeveiliging,Overspanningbeveiliging,11,NULL,|,32768,69343
74019,NULL,Paal,Paal,11,NULL,|,32768,69608
74222,NULL,Paal,Paal,11,NULL,|,32768,69635
79658,NULL,Paal,Paal,11,NULL,|,32768,70240
80459,NULL,Paal,Paal,11,NULL,|,32768,70348
80460,NULL,Paalbeugel,Paalbeugel,11,NULL,|,32768,70348
79659,NULL,Paalbeugel,Paalbeugel,11,NULL,|,32768,70240
80630,NULL,Pijler,Pijler,11,NULL,|,32768,70365
75286,NULL,Pijler,Pijler,11,NULL,|,32768,69726
81038,NULL,Poer,Poer,11,NULL,|,32768,70439
79132,NULL,Pomp,Pomp,11,NULL,|,32768,70188
73436,NULL,Pomp,Pomp,11,NULL,|,32768,69546
74554,NULL,Pomp,Pomp,11,NULL,|,32768,69675
72853,NULL,Pomp,Pomp,11,NULL,|,32768,69490
79131,NULL,Niveaumeting,"Pompinstallatie, Algemeen",11,NULL,|,32768,70188
79133,NULL,"Pompinstallatie, Algemeen","Pompinstallatie, Algemeen",11,NULL,|,32768,70188
71696,NULL,Ponton,"Ponton, Algemeen",11,NULL,|,32768,69363
79382,NULL,"Portaal, Algemeen","Portaal, Algemeen",11,NULL,|,32768,70212
79383,NULL,Staalconstructie,"Portaal, Algemeen",11,NULL,|,32768,70212
267245,NULL,"Portaal, Algemeen","Portaal, Algemeen",5405,NULL,NULL,32768,95493
267246,NULL,Staalconstructie,"Portaal, Algemeen",5405,NULL,NULL,32768,95493
267240,NULL,"Portaal, Algemeen","Portaal, Algemeen",5404,NULL,NULL,32768,95456
267241,NULL,Staalconstructie,"Portaal, Algemeen",5404,NULL,NULL,32768,95456
76039,NULL,Praatpaal,Praatpaal,11,NULL,|,32768,69800
75287,NULL,Pyloon,Pyloon,11,NULL,|,32768,69726
79134,NULL,Railgeleiding,Railgeleiding,11,NULL,|,32768,70188
80982,NULL,Rails in verharding,Rails in verharding,11,NULL,|,32768,70422
80983,NULL,Rails vrijliggend,Rails vrijliggend,11,NULL,|,32768,70422
77003,NULL,Railsysteem,Railsysteem,11,NULL,|,32768,69886
78355,NULL,Railsysteem,Railsysteem,11,NULL,|,32768,70066
80132,NULL,Randelement,Randelement,11,NULL,|,32768,70292
79898,NULL,Rem,Rem,11,NULL,|,32768,70271
79795,NULL,"Rijvloer, Algemeen",Rijdek,11,NULL,|,32768,70254
75288,NULL,Rijdek,Rijdek,11,NULL,|,32768,69726
79899,NULL,"Roltrapinstallatie, Algemeen","Roltrapinstallatie, Algemeen",11,NULL,|,32768,70271
80133,NULL,Rooster,Rooster,11,NULL,|,32768,70292
76575,NULL,Samengestelde damwand,Samengestelde damwand,11,NULL,|,32768,69865
80134,NULL,"Schampkant, Algemeen","Schampkant, Algemeen",11,NULL,|,32768,70292
80135,NULL,Schampstrook,Schampstrook,11,NULL,|,32768,70292
74223,NULL,Schampstrook,Schampstrook,11,NULL,|,32768,69635
80255,NULL,Scheepvaartsein,Scheepvaartsein,11,NULL,|,32768,70313
80256,NULL,"Scheepverkeersbeseining, Algemeen","Scheepverkeersbeseining, Algemeen",11,NULL,|,32768,70313
80461,NULL,Schoor,Schoor,11,NULL,|,32768,70348
74224,NULL,Schrikhek,Schrikhek,11,NULL,|,32768,69635
72087,NULL,Schrikhek,Schrikhek,11,NULL,|,32768,69404
72503,NULL,Sensor,Sensor,11,NULL,|,32768,69449
78927,NULL,Sensor,Sensor,11,NULL,|,32768,70165
78690,NULL,Sensor,Sensor,11,NULL,|,32768,70128
82053,NULL,Aslast sensor,Sensor,11,NULL,|,32768,70703
82049,NULL,Server,Server,11,NULL,|,32768,70703
78691,NULL,Server,Server,11,NULL,|,32768,70128
77908,NULL,Server,Server,11,NULL,|,32768,70021
73763,NULL,Server,Server,11,NULL,|,32768,69588
76220,NULL,Server,Server,11,NULL,|,32768,69824
72392,NULL,Signaalkabel,Signaalkabel,11,NULL,|,32768,69428
76576,NULL,Sloof,Sloof,11,NULL,|,32768,69865
75659,NULL,Smeersysteem,Smeersysteem,11,NULL,|,32768,69747
74352,NULL,Sproei-installatie beplanting,Sproei-installatie beplanting,11,NULL,|,32768,69655
80257,NULL,Spuisein,Spuisein,11,NULL,|,32768,70313
77299,NULL,Staalkabel (hefkabel),Staalkabel,11,NULL,|,32768,69951
80631,NULL,"Steunpunt, Algemeen","Steunpunt, Algemeen",11,NULL,|,32768,70365
72646,NULL,Stortebed,Stortebed,11,NULL,|,32768,69470
72647,NULL,Stroombreker,Stroombreker,11,NULL,|,32768,69470
79900,NULL,Tandwiel,Tandwiel,11,NULL,|,32768,70271
79135,NULL,Tank,Tank,11,NULL,|,32768,70188
72855,NULL,Tank,Tank,11,NULL,|,32768,69490
71697,NULL,Trap,Trap,11,NULL,|,32768,69363
79660,NULL,Trap,Trap,11,NULL,|,32768,70240
82307,NULL,Trap,Trap,11,NULL,|,32768,70753
99237,NULL,"Trap, beton, STP 01+04",Trap,5405,NULL,NULL,32768,89329
99204,NULL,"Trap, beton, STP 01+04",Trap,5404,NULL,NULL,32768,89320
604720,NULL,Trap,Trap,11,NULL,NULL,32768,70365
79901,NULL,Traptrede,Traptrede,11,NULL,|,32768,70271
74020,NULL,Trekpalen,Trekpalen,11,NULL,|,32768,69608
75790,NULL,Triangel,Triangel,11,NULL,|,32768,69772
75289,NULL,Tuiconstructie,Tuiconstructie,11,NULL,|,32768,69726
99219,NULL,"Tuiconstructie, staal, OVSP 01-04",Tuiconstructie,5404,NULL,NULL,32768,89325
99253,NULL,"Tuiconstructie, staal, OVSP 01-04",Tuiconstructie,5405,NULL,NULL,32768,89334
81039,NULL,Staalconstructie,"Uithouder, Algemeen",11,NULL,|,32768,70439
81040,NULL,"Uithouder, Algemeen","Uithouder, Algemeen",11,NULL,|,32768,70439
71698,NULL,Valreep,Valreep,11,NULL,|,32768,69363
78928,NULL,Ventilator,Ventilator,11,NULL,|,32768,70165
81128,NULL,"Verankering, Algemeen","Verankering, Algemeen",11,NULL,|,32768,70460
99257,NULL,"Verankering, Algemeen, staal, STP 02+03","Verankering, Algemeen",5405,NULL,NULL,32768,89334
99223,NULL,"Verankering, Algemeen, staal, STP 02+03","Verankering, Algemeen",5404,NULL,NULL,32768,89325
71497,NULL,Verbinding,Verbinding,11,NULL,|,32768,69343
79127,NULL,Dieselmotor,Verbrandingsmotor,11,NULL,|,32768,70188
72088,NULL,Verkeersbord,Verkeersbord,11,NULL,|,32768,69404
72089,NULL,Waarschuwingsbord,Verkeersbord,11,NULL,|,32768,69404
81658,NULL,"Verkeersregelinstallatie (VRI), Algemeen","Verkeersregelinstallatie (VRI), Algemeen",11,NULL,|,32768,70624
604725,NULL,"Verstijving, OVSP 01-04",Versterker,5405,NULL,NULL,32768,89334
604726,NULL,"Verstijving, STP 02+03",Versterker,5405,NULL,NULL,32768,89334
75290,NULL,Verticaal (vakwerkligger),Verticaal (vakwerkligger),11,NULL,|,32768,69726
72856,NULL,Verwarmingslint,Verwarmingslint,11,NULL,|,32768,69490
72857,NULL,Verwerkingseenheid,Verwerkingseenheid,11,NULL,|,32768,69490
73764,NULL,Verwerkingseenheid,Verwerkingseenheid,11,NULL,|,32768,69588
76040,NULL,Verwerkingseenheid,Verwerkingseenheid,11,NULL,|,32768,69800
82050,NULL,Verwerkingseenheid,Verwerkingseenheid,11,NULL,|,32768,70703
81659,NULL,Verwerkingseenheid,Verwerkingseenheid,11,NULL,|,32768,70624
78356,NULL,Verwerkingseenheid,Verwerkingseenheid,11,NULL,|,32768,70066
99205,NULL,"Vleugelwand, beton, STP 01+04",Vleugelwand,5404,NULL,NULL,32768,89320
99238,NULL,"Vleugelwand, beton, STP 01+04",Vleugelwand,5405,NULL,NULL,32768,89329
76577,NULL,Vleugelwand,Vleugelwand,11,NULL,|,32768,69865
604721,NULL,Vleugelwand,Vleugelwand,11,NULL,NULL,32768,70365
604722,NULL,Vloer,Vloer,11,NULL,NULL,32768,70365
74021,NULL,Vloer,Vloer,11,NULL,|,32768,69608
72648,NULL,Vloer,Vloer,11,NULL,|,32768,69470
99239,NULL,"Vloer, beton, STP 01+04",Vloer,5405,NULL,NULL,32768,89329
99206,NULL,"Vloer, beton, STP 01+04",Vloer,5404,NULL,NULL,32768,89320
99211,NULL,"Voegovergang, Algemeen, staal, STP 01+04","Voegovergang, Algemeen",5404,NULL,NULL,32768,89321
99245,NULL,"Voegovergang, Algemeen, staal, STP 01+04","Voegovergang, Algemeen",5405,NULL,NULL,32768,89330
81875,NULL,"Voegovergang, Algemeen","Voegovergang, Algemeen",11,NULL,|,32768,70648
74558,NULL,Wadi,Wadi,11,NULL,|,32768,69675
75291,NULL,Wand,Wand,11,NULL,|,32768,69726
76578,NULL,Wand,Wand,11,NULL,|,32768,69865
82735,NULL,Wand,Wand,11,NULL,|,32768,70825
99207,NULL,"Wand, beton, STP 01+04",Wand,5404,NULL,NULL,32768,89320
99240,NULL,"Wand, beton, STP 01+04",Wand,5405,NULL,NULL,32768,89329
99241,NULL,"Wand, metselwerk, STP 04",Wand,5405,NULL,NULL,32768,89329
604723,NULL,Wand,Wand,11,NULL,NULL,32768,70365
76579,NULL,Waterkerende constructie,Waterkerende constructie,11,NULL,|,32768,69865
81985,NULL,"Wegmarkering, Algemeen","Wegmarkering, Algemeen",11,NULL,|,32768,70683
82051,NULL,"Weigh In Motion, Algemeen","Weigh In Motion, Algemeen",11,NULL,|,32768,70703
75292,NULL,Windverband,Windverband,11,NULL,|,32768,69726
71699,NULL,Wrijfgording,Wrijfgording,11,NULL,|,32768,69363
80462,NULL,Wrijfgording,Wrijfgording,11,NULL,|,32768,70348
79661,NULL,Wrijfgording,Wrijfgording,11,NULL,|,32768,70240
79662,NULL,Wrijfschort,Wrijfschort,11,NULL,|,32768,70240
80463,NULL,Wrijfschort,Wrijfschort,11,NULL,|,32768,70348
71700,NULL,Wrijfschort,Wrijfschort,11,NULL,|,32768,69363
71701,NULL,Wrijfstijl,Wrijfstijl,11,NULL,|,32768,69363
80464,NULL,Wrijfstijl,Wrijfstijl,11,NULL,|,32768,70348
79663,NULL,Wrijfstijl,Wrijfstijl,11,NULL,|,32768,70240
76580,NULL,Wrijvingswerk,Wrijvingswerk,11,NULL,|,32768,69865
73765,NULL,Zonnepaneel,Zonnepaneel,11,NULL,|,32768,69588
72090,NULL,Zonnepaneel,Zonnepaneel,11,NULL,|,32768,69404
73560,NULL,Zonnepaneel,Zonnepaneel,11,NULL,|,32768,69567
80258,NULL,Zonnepaneel,Zonnepaneel,11,NULL,|,32768,70313
71702,NULL,Steiger,Steiger,11,NULL,|,32768,69363
72393,NULL,Installatiekabel,Installatiekabel,11,NULL,|,32768,69428
72504,NULL,Lichtgroepenkast,Lichtgroepenkast,11,NULL,|,32768,69449
72858,NULL,Drukluchtschuiminstallatie (DLS),"Drukluchtschuiminstallatie (DLS), Algemeen",11,NULL,|,32768,69490
73561,NULL,Waterturbine,Turbine,11,NULL,|,32768,69567
73559,NULL,Windmolen,Turbine,11,NULL,|,32768,69567
82052,NULL,Infraroodlamp,Infraroodlamp,11,NULL,|,32768,70703
75293,NULL,Kapiteel,Kapiteel,11,NULL,|,32768,69726
75294,NULL,Kolom,Kolom,11,NULL,|,32768,69726
99209,NULL,"Kolom, beton, STP 01-04",Kolom,5404,NULL,NULL,32768,89320
99243,NULL,"Kolom, beton, STP 01-04",Kolom,5405,NULL,NULL,32768,89329
604718,NULL,Kolom,Kolom,11,NULL,NULL,32768,70365
75295,NULL,Plaatveld,Plaatveld,11,NULL,|,32768,69726
75296,NULL,Voegloze overgang,Voegloze overgang,11,NULL,|,32768,69726
76041,NULL,Noodtelefoon,Noodtelefoon,11,NULL,|,32768,69800
99244,NULL,"Oplegblok, beton, STP 02+03",Oplegblok,5405,NULL,NULL,32768,89329
99210,NULL,"Oplegblok, beton, STP 02+03",Oplegblok,5404,NULL,NULL,32768,89320
78816,NULL,Oplegblok,Oplegblok,11,NULL,|,32768,70148
604719,NULL,Oplegblok,Oplegblok,11,NULL,NULL,32768,70365
78817,NULL,Oplegbalk,Oplegbalk,11,NULL,|,32768,70148
78818,NULL,Oplegstoel,Oplegstoel,11,NULL,|,32768,70148
78819,NULL,Oplegtafel,Oplegtafel,11,NULL,|,32768,70148
81876,NULL,Rij-ijzer,Rij-ijzer,11,NULL,|,32768,70648
71703,NULL,Meerboei,Meerboei,11,NULL,|,32768,69363
82308,NULL,"Talud, Algemeen","Talud, Algemeen",11,NULL,|,32768,70753
99233,NULL,"Talud, Algemeen, -, STP 01+04","Talud, Algemeen",5405,NULL,NULL,32768,89327
99199,NULL,"Talud, Algemeen, -, STP 01+04","Talud, Algemeen",5404,NULL,NULL,32768,89318
74225,NULL,Trottoirband,Trottoirband,11,NULL,|,32768,69635
79384,NULL,"Boom, Algemeen","Boom, Algemeen",11,NULL,|,32768,70212
82737,NULL,Faunaopening,Faunaopening,11,NULL,|,32768,70825
73438,NULL,Grindkoffer,Grindkoffer,11,NULL,|,32768,69546
72082,NULL,Campagnebord,Informatiebord,11,NULL,|,32768,69404
72091,NULL,Informatiebord,Informatiebord,11,NULL,|,32768,69404
72092,NULL,Reclamebord,Informatiebord,11,NULL,|,32768,69404
79385,NULL,Loopstrook,Loopstrook,11,NULL,|,32768,70212
267244,NULL,Loopstrook,Loopstrook,5405,NULL,NULL,32768,95493
267239,NULL,Loopstrook,Loopstrook,5404,NULL,NULL,32768,95456
72093,NULL,Straatnaambord,Straatnaambord,11,NULL,|,32768,69404
82738,NULL,Traliedeur,Traliedeur,11,NULL,|,32768,70825
82739,NULL,"Vleermuiskelder, Algemeen","Vleermuiskelder, Algemeen",11,NULL,|,32768,70825
82740,NULL,Wegkruipplek,Wegkruipplek,11,NULL,|,32768,70825
99251,NULL,"beschermconstructie, staal, OVSP 02-03",Beschermconstructie,5405,NULL,NULL,32768,89334
99252,NULL,"beschermconstructie, staal, STP 01+04",Beschermconstructie,5405,NULL,NULL,32768,89334
99217,NULL,"beschermconstructie, staal, OVSP 02-03",Beschermconstructie,5404,NULL,NULL,32768,89325
99218,NULL,"beschermconstructie, staal, STP 01+04",Beschermconstructie,5404,NULL,NULL,32768,89325
99224,NULL,"verstijving, staal, OVSP 01-04","Hoofddraagconstructie, Algemeen",5404,NULL,NULL,32768,89325
99225,NULL,"verstijving, staal, STP 02+03","Hoofddraagconstructie, Algemeen",5404,NULL,NULL,32768,89325
99258,NULL,"verstijving, staal, OVSP 01-04","Hoofddraagconstructie, Algemeen",5405,NULL,NULL,32768,89334
99259,NULL,"verstijving, staal, STP 02+03","Hoofddraagconstructie, Algemeen",5405,NULL,NULL,32768,89334
78352,NULL,Koelinstallatie,"Klimaatinstallatie, algemeen",11,NULL,|,32768,70066
79888,NULL,Afwatering riolering,Lijnafwatering,11,NULL,|,32768,70271
80374,NULL,"Slijtlaag, Algemeen",Beschermlaag,11,NULL,|,32768,70330
82046,NULL,Camera,"Camera, vast",11,NULL,|,32768,70703
76571,NULL,Kathodische bescherming,"Kathodische bescherminstallatie, Algemeen",11,NULL,|,32768,69865
72854,NULL,Sprinkler,Sproeikop,11,NULL,|,32768,69490
80454,NULL,Drijfkist,Kist,11,NULL,|,32768,70348
79653,NULL,Drijfkist,Kist,11,NULL,|,32768,70240
81490,NULL,Asfaltverharding,"Deklaag, dicht",11,NULL,|,32768,70582
81199,NULL,Asfaltverharding,"Deklaag, dicht",11,NULL,|,32768,70481
81364,NULL,Asfaltverharding,"Deklaag, dicht",11,NULL,|,32768,70540
81301,NULL,Asfaltverharding,"Deklaag, dicht",11,NULL,|,32768,70519
81553,NULL,Asfaltverharding,"Deklaag, dicht",11,NULL,|,32768,70603
81427,NULL,Asfaltverharding,"Deklaag, dicht",11,NULL,|,32768,70561
81238,NULL,Asfaltverharding,"Deklaag, dicht",11,NULL,|,32768,70498
604727,NULL,Asfaltverharding,"Deklaag, dicht",5405,NULL,NULL,32768,89335
73757,NULL,"Eindschakelaar (inductief, Tacho)",Schakelaar,11,NULL,|,32768,69588
77194,NULL,"Leuning, Algemeen",Leuning,11,NULL,|,32768,69930
99248,NULL,"Leuning, Algemeen, staal, ZB 04",Leuning,5405,NULL,NULL,32768,89332
99214,NULL,"Leuning, Algemeen, staal, ZB 01",Leuning,5404,NULL,NULL,32768,89323